,,,S,timedelta,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,bt,density,speed,temperature,source
,,,train_a,2 days 22:13:00,-0.02,-6.4,6.9,46.65,269.72,-0.02,-6.4,6.9,46.65,269.72,9.85,0.38,312.69,80061,ac
,,,train_a,2 days 22:14:00,0.06,-5.24,7.96,56.18,270.24,0.06,-5.24,7.96,56.18,270.24,9.88,0.85,393.65,305818,ac
,,,train_a,2 days 22:15:00,0.02,-4.32,8.7,63.24,269.23,0.02,-4.32,8.7,63.24,269.23,10.07,1.05,405.34,194740,ac
,,,train_a,2 days 22:16:00,-0.91,-2.18,8.3,70.19,225.85,-0.91,-2.18,8.3,70.19,225.85,9.14,0.81,400.07,281587,ac
,,,train_a,2 days 22:17:00,-1.01,-1.24,7.99,69.53,206.96,-1.01,-1.24,7.99,69.53,206.96,8.82,,,,ac
,,,train_a,2 days 22:18:00,-0.39,-3.28,8.88,69.07,255.85,-0.39,-3.28,8.88,69.07,255.85,9.93,1.1,398.35,195154,ac
,,,train_a,2 days 22:19:00,0.06,-4.37,8.17,61.12,270.75,0.06,-4.37,8.17,61.12,270.75,9.68,0.96,393.1,82822,ac
,,,train_a,2 days 22:20:00,0.03,-4.38,7.82,59.98,270.66,0.03,-4.38,7.82,59.98,270.66,9.36,1,413.28,177727,ac
,,,train_a,2 days 22:21:00,-0.08,-4.22,7.61,60.3,268.4,-0.08,-4.22,7.61,60.3,268.4,9.14,0.75,396.21,144237,ac
,,,train_a,2 days 22:22:00,-0.26,-3.76,7.21,61.88,265,-0.26,-3.76,7.21,61.88,265,8.59,0.95,419.23,295882,ac
,,,train_a,2 days 22:23:00,-0.56,-3.45,8.46,66.96,255.74,-0.56,-3.45,8.46,66.96,255.74,9.51,0.98,397.76,325099,ac
,,,train_a,2 days 22:24:00,-0.54,-4.62,8.44,60.52,262.01,-0.54,-4.62,8.44,60.52,262.01,10.08,1.14,412.2,198713,ac
,,,train_a,2 days 22:25:00,-0.55,-5.46,7.41,52.7,263.4,-0.55,-5.46,7.41,52.7,263.4,9.69,1.01,403.01,237312,ac
,,,train_a,2 days 22:26:00,-0.19,-4.89,6.69,53.34,261.49,-0.19,-4.89,6.69,53.34,261.49,8.91,1.16,405.32,329694,ac
,,,train_a,2 days 22:27:00,1.19,1.97,7.38,65.15,105.34,1.19,1.97,7.38,65.15,105.34,8.35,1.16,405.32,329694,ac
,,,train_a,2 days 22:28:00,0.65,1.38,8.33,71.67,135.22,0.65,1.38,8.33,71.67,135.22,8.96,,,,ac
,,,train_a,2 days 22:29:00,0.52,-2.34,8.42,71.13,238.54,0.52,-2.34,8.42,71.13,238.54,9.22,1.11,421.37,220194,ac
,,,train_a,2 days 22:30:00,0.49,-4.61,8.87,61.36,279.14,0.49,-4.61,8.87,61.36,279.14,10.54,,,,ac
,,,train_a,2 days 22:31:00,0.01,-4.93,9.51,62.02,270.84,0.01,-4.93,9.51,62.02,270.84,11.13,0.55,424.02,496818,ac
,,,train_a,2 days 22:32:00,-0.48,-5.52,8.88,57.5,264.44,-0.48,-5.52,8.88,57.5,264.44,11,0.61,413.12,245102,ac
,,,train_a,2 days 22:33:00,-0.58,-4.47,9.51,64.06,258.26,-0.58,-4.47,9.51,64.06,258.26,11.08,0.74,407.66,276339,ac
,,,train_a,2 days 22:34:00,-0.85,-2.86,10.08,71.52,236.41,-0.85,-2.86,10.08,71.52,236.41,10.93,0.72,403.65,81005,ac
,,,train_a,2 days 22:35:00,-0.51,-3.07,9.68,71.39,247.79,-0.51,-3.07,9.68,71.39,247.79,10.53,,,,ac
,,,train_a,2 days 22:36:00,0.04,-2.84,9.64,72.3,253.2,0.04,-2.84,9.64,72.3,253.2,10.5,1.08,412.78,157702,ac
,,,train_a,2 days 22:37:00,0.56,-1.74,9.71,75.84,220.43,0.56,-1.74,9.71,75.84,220.43,10.41,0.75,431.91,274393,ac
,,,train_a,2 days 22:38:00,0.91,-0.77,10.07,76.64,192.12,0.91,-0.77,10.07,76.64,192.12,10.62,0.93,438.45,146121,ac
,,,train_a,2 days 22:39:00,0.66,-0.69,9.72,78.33,189.91,0.66,-0.69,9.72,78.33,189.91,10.14,0.66,429.39,217245,ac
,,,train_a,2 days 22:40:00,0.67,-0.54,9.5,77.5,200.46,0.67,-0.54,9.5,77.5,200.46,9.95,0.71,429.45,197560,ac
,,,train_a,2 days 22:41:00,0.62,0.48,9.42,73.18,119.6,0.62,0.48,9.42,73.18,119.6,10.09,0.47,421.51,77349,ac
,,,train_a,2 days 22:42:00,-0.46,-4.64,9.39,63.19,262.53,-0.46,-4.64,9.39,63.19,262.53,11.03,1.68,413.34,149011,ac
,,,train_a,2 days 22:43:00,-0.79,-4.78,9.32,61.76,258.89,-0.79,-4.78,9.32,61.76,258.89,10.96,1.68,413.34,149011,ac
,,,train_a,2 days 22:44:00,-0.66,-5.55,8.87,57.15,262.32,-0.66,-5.55,8.87,57.15,262.32,10.97,1.41,415.98,168735,ac
,,,train_a,2 days 22:45:00,-0.47,-5.25,9.22,59.46,264.06,-0.47,-5.25,9.22,59.46,264.06,11.1,0.36,374.55,71508,ac
,,,train_a,2 days 22:46:00,-0.75,-4.31,10.06,65.72,256.41,-0.75,-4.31,10.06,65.72,256.41,11.52,0.45,381.37,56912,ac
,,,train_a,2 days 22:47:00,-0.57,-3.3,11.3,72.93,253.88,-0.57,-3.3,11.3,72.93,253.88,12.15,1.03,407.97,153703,ac
,,,train_a,2 days 22:48:00,-0.51,-3.56,11.21,71.72,255.75,-0.51,-3.56,11.21,71.72,255.75,12.27,0.89,406.9,94956,ac
,,,train_a,2 days 22:49:00,-0.45,-3.36,11.42,72.9,256.37,-0.45,-3.36,11.42,72.9,256.37,12.29,0.9,412.6,142356,ac
,,,train_a,2 days 22:50:00,-0.66,-3.09,11.35,73.16,244.21,-0.66,-3.09,11.35,73.16,244.21,12.3,0.87,411.14,85513,ac
,,,train_a,2 days 22:51:00,-0.64,-3.16,11.45,73.51,249.3,-0.64,-3.16,11.45,73.51,249.3,12.32,0.86,413.57,118097,ac
,,,train_a,2 days 22:52:00,-1.01,-3.55,11.13,70.51,244.87,-1.01,-3.55,11.13,70.51,244.87,12.28,0.85,415.38,95426,ac
,,,train_a,2 days 22:53:00,-0.57,-3.55,11.09,71.45,255.09,-0.57,-3.55,11.09,71.45,255.09,12.19,0.83,404.01,63839,ac
,,,train_a,2 days 22:54:00,-0.51,-3.6,11.16,71.33,256.8,-0.51,-3.6,11.16,71.33,256.8,12.12,0.67,409.78,62960,ac
,,,train_a,2 days 22:55:00,-0.2,-3.25,11.18,73.07,263.42,-0.2,-3.25,11.18,73.07,263.42,12.04,0.7,400.56,41626,ac
,,,train_a,2 days 22:56:00,-0.18,-3.55,11.01,71,264.65,-0.18,-3.55,11.01,71,264.65,12.06,0.52,397.9,61555,ac
,,,train_a,2 days 22:57:00,0.5,-3.39,10.72,71.35,280.2,0.5,-3.39,10.72,71.35,280.2,11.82,0.95,426.59,92659,ac
,,,train_a,2 days 22:58:00,0.47,-3.32,10.79,71.94,278.7,0.47,-3.32,10.79,71.94,278.7,11.8,0.99,422.99,91758,ac
,,,train_a,2 days 22:59:00,-0.36,-3.22,11.01,72.86,255.07,-0.36,-3.22,11.01,72.86,255.07,11.89,0.99,422.99,91758,ac
,,,train_a,2 days 23:00:00,-0.19,-2.77,10.87,74.57,252.33,-0.19,-2.77,10.87,74.57,252.33,11.65,0.73,404.93,53160,ac
,,,train_a,2 days 23:01:00,-0.33,-2.72,10.62,74.51,248.05,-0.33,-2.72,10.62,74.51,248.05,11.46,0.73,410.44,101405,ac
,,,train_a,2 days 23:02:00,0,-2.8,10.42,74.28,264.02,0,-2.8,10.42,74.28,264.02,11.29,0.82,414.65,151971,ac
,,,train_a,2 days 23:03:00,0.45,-2.41,10.43,75.63,255.5,0.45,-2.41,10.43,75.63,255.5,11.08,,,,ac
,,,train_a,2 days 23:04:00,0.29,-3.11,10.2,72.4,279.35,0.29,-3.11,10.2,72.4,279.35,11.15,0.93,417.89,174467,ac
,,,train_a,2 days 23:05:00,0.07,-2.89,10.37,73.31,260.9,0.07,-2.89,10.37,73.31,260.9,11.25,0.94,421.02,200046,ac
,,,train_a,2 days 23:06:00,-0.23,-2.45,10.33,75.14,238.1,-0.23,-2.45,10.33,75.14,238.1,11.16,0.89,413.48,196298,ac
,,,train_a,2 days 23:07:00,-0.26,-2.22,10.38,76.32,235.12,-0.26,-2.22,10.38,76.32,235.12,10.99,0.95,414.64,225411,ac
,,,train_a,2 days 23:08:00,-0.53,-2.58,10.48,73.45,234.31,-0.53,-2.58,10.48,73.45,234.31,11.32,1,420.88,229778,ac
,,,train_a,2 days 23:09:00,-0.96,-1.85,10.89,76.42,222.01,-0.96,-1.85,10.89,76.42,222.01,11.4,0.81,406.86,105400,ac
,,,train_a,2 days 23:10:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:11:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:12:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:13:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:14:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:15:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:16:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:17:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:18:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:19:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:20:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:21:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:22:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:23:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:24:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:25:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:26:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:27:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:28:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:29:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:30:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:31:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:32:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:33:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:34:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:35:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:36:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:37:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:38:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:39:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:40:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:41:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:42:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:43:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:44:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:45:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:46:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:47:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:48:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:49:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:50:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:51:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:52:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:53:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:54:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:55:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:56:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:57:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:58:00,,,,,,,,,,,,,,,
,,,train_a,2 days 23:59:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:00:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:01:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:02:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:03:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:04:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:05:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:06:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:07:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:08:00,,,,,,,,,,,,,,,
,,,train_a,3 days 00:09:00,-3.18,0.17,8.3,60.69,183.56,-3.18,0.17,8.3,60.69,183.56,10.07,,,,ac
,,,train_a,3 days 00:10:00,-2.56,-2.11,9.34,67.3,208.82,-2.56,-2.11,9.34,67.3,208.82,10.37,2.19,393.12,193248,ac
,,,train_a,3 days 00:11:00,-2.28,-2.05,9.65,69.62,211.22,-2.28,-2.05,9.65,69.62,211.22,10.5,2.32,395.64,195776,ac
,,,train_a,3 days 00:12:00,-2.59,-2.69,9.28,65.56,216.86,-2.59,-2.69,9.28,65.56,216.86,10.51,2.56,390.16,182989,ac
,,,train_a,3 days 00:13:00,-3,-3.8,8.83,59.95,226.59,-3,-3.8,8.83,59.95,226.59,10.51,1.49,395.23,245245,ac
,,,train_a,3 days 00:14:00,-3.21,-3.79,8.78,58.8,224.42,-3.21,-3.79,8.78,58.8,224.42,10.51,1.74,380.89,147263,ac
,,,train_a,3 days 00:15:00,-3.9,-2.76,9.25,59.9,208.34,-3.9,-2.76,9.25,59.9,208.34,10.93,,,,ac
,,,train_a,3 days 00:16:00,-2.82,-1.25,10.62,68.12,196.05,-2.82,-1.25,10.62,68.12,196.05,11.62,,,,ac
,,,train_a,3 days 00:17:00,0.05,2.08,10.4,67.03,121.97,0.05,2.08,10.4,67.03,121.97,11.54,0.68,425.1,338388,ac
,,,train_a,3 days 00:18:00,-1.1,0.28,11.2,76.03,160.7,-1.1,0.28,11.2,76.03,160.7,11.78,0.64,399.85,98446,ac
,,,train_a,3 days 00:19:00,-2.41,-1.06,11.14,72.42,189.56,-2.41,-1.06,11.14,72.42,189.56,11.92,0.64,399.85,98446,ac
,,,train_a,3 days 00:20:00,-3.01,-1.89,11.04,69.21,203.31,-3.01,-1.89,11.04,69.21,203.31,12,0.94,392.61,96873,ac
,,,train_a,3 days 00:21:00,-3.48,-2.12,10.72,66.38,203.74,-3.48,-2.12,10.72,66.38,203.74,11.92,1.18,391.31,100716,ac
,,,train_a,3 days 00:22:00,-3.29,-2.15,10.8,67.22,204.63,-3.29,-2.15,10.8,67.22,204.63,11.95,0.88,371.03,48621,ac
,,,train_a,3 days 00:23:00,-3.11,-1.89,11.05,69.33,204.27,-3.11,-1.89,11.05,69.33,204.27,11.97,0.62,372.27,177612,ac
,,,train_a,3 days 00:24:00,-2.88,-2.1,10.89,69.04,205.87,-2.88,-2.1,10.89,69.04,205.87,11.91,0.52,382.21,193791,ac
,,,train_a,3 days 00:25:00,-2.86,-1.95,10.67,68.81,204.51,-2.86,-1.95,10.67,68.81,204.51,11.67,0.61,378.26,60094,ac
,,,train_a,3 days 00:26:00,-2.87,-1.94,10.75,68.81,203.02,-2.87,-1.94,10.75,68.81,203.02,11.81,0.75,382.74,97894,ac
,,,train_a,3 days 00:27:00,-3.02,-1.9,11.03,69.61,203.9,-3.02,-1.9,11.03,69.61,203.9,11.95,0.55,383.41,61405,ac
,,,train_a,3 days 00:28:00,-3.73,-2.95,10.38,63.25,212.44,-3.73,-2.95,10.38,63.25,212.44,11.88,0.62,380.66,66439,ac
,,,train_a,3 days 00:29:00,-2.37,0.8,11.14,69.75,162.42,-2.37,0.8,11.14,69.75,162.42,11.99,,,,ac
,,,train_a,3 days 00:30:00,-2.07,0.57,11.52,72.04,164.46,-2.07,0.57,11.52,72.04,164.46,12.26,0.82,387.55,75521,ac
,,,train_a,3 days 00:31:00,-2.52,-0.25,11.38,71.86,178.56,-2.52,-0.25,11.38,71.86,178.56,12.14,1.06,386.12,57323,ac
,,,train_a,3 days 00:32:00,-1.98,0.15,11.58,73.29,166.8,-1.98,0.15,11.58,73.29,166.8,12.3,0.4,371.99,22552,ac
,,,train_a,3 days 00:33:00,-2.38,-0.43,11.52,72.62,179.73,-2.38,-0.43,11.52,72.62,179.73,12.29,1.14,405.09,54841,ac
,,,train_a,3 days 00:34:00,-2.27,-0.21,11.71,74.47,178.4,-2.27,-0.21,11.71,74.47,178.4,12.3,1.28,403.69,63914,ac
,,,train_a,3 days 00:35:00,-2.11,0.3,11.73,74.94,168.65,-2.11,0.3,11.73,74.94,168.65,12.28,1.28,403.69,63914,ac
,,,train_a,3 days 00:36:00,-1.83,-0.05,11.68,74.9,172.92,-1.83,-0.05,11.68,74.9,172.92,12.28,1.22,396.94,74500,ac
,,,train_a,3 days 00:37:00,-1.99,0.36,11.52,72.72,164.66,-1.99,0.36,11.52,72.72,164.66,12.29,1.08,395.57,41019,ac
,,,train_a,3 days 00:38:00,-1.38,0.66,11.62,75.06,155.81,-1.38,0.66,11.62,75.06,155.81,12.25,0.77,387.61,50793,ac
,,,train_a,3 days 00:39:00,-1.39,-0.07,11.71,76.97,173.13,-1.39,-0.07,11.71,76.97,173.13,12.23,0.94,397.34,45589,ac
,,,train_a,3 days 00:40:00,-1.69,-0.22,11.57,75.96,176.1,-1.69,-0.22,11.57,75.96,176.1,12.12,0.88,394.53,45159,ac
,,,train_a,3 days 00:41:00,-1.45,0.03,11.5,75.69,171.16,-1.45,0.03,11.5,75.69,171.16,12.08,0.66,399.29,77907,ac
,,,train_a,3 days 00:42:00,-1.23,1.08,11.52,74.72,147.25,-1.23,1.08,11.52,74.72,147.25,12.13,,,,ac
,,,train_a,3 days 00:43:00,-0.94,2.4,11.49,73.15,124.73,-0.94,2.4,11.49,73.15,124.73,12.13,1.01,393.57,70686,ac
,,,train_a,3 days 00:44:00,-0.75,2.89,11.25,69.27,122.53,-0.75,2.89,11.25,69.27,122.53,12.16,1.02,395.6,82761,ac
,,,train_a,3 days 00:45:00,-0.67,2.76,11.28,70.12,122.21,-0.67,2.76,11.28,70.12,122.21,12.13,1.26,402.48,63211,ac
,,,train_a,3 days 00:46:00,-0.99,2.42,11.28,70.08,129.82,-0.99,2.42,11.28,70.08,129.82,12.13,1.11,389.84,59199,ac
,,,train_a,3 days 00:47:00,-0.84,2.36,11.33,73.24,122.19,-0.84,2.36,11.33,73.24,122.19,11.96,1.05,401.44,69190,ac
,,,train_a,3 days 00:48:00,-1.28,1.62,11.22,72.82,138.56,-1.28,1.62,11.22,72.82,138.56,11.91,1.25,397.39,91950,ac
,,,train_a,3 days 00:49:00,-1.42,1.22,11.34,75.17,147.81,-1.42,1.22,11.34,75.17,147.81,11.86,1.12,401.32,117831,ac
,,,train_a,3 days 00:50:00,-1.36,1.45,11.15,72.83,142.44,-1.36,1.45,11.15,72.83,142.44,11.83,1.07,401.7,112676,ac
,,,train_a,3 days 00:51:00,-1.52,1.46,11.44,74.12,143.4,-1.52,1.46,11.44,74.12,143.4,12.03,1.07,401.7,112676,ac
,,,train_a,3 days 00:52:00,-0.76,2.55,11.15,68.65,129.8,-0.76,2.55,11.15,68.65,129.8,12.22,0.95,397.82,87370,ac
,,,train_a,3 days 00:53:00,0.4,6.27,9.48,53.86,104.37,0.4,6.27,9.48,53.86,104.37,11.96,0.31,416.64,69609,ac
,,,train_a,3 days 00:54:00,0.41,7.11,8.93,50.47,93.06,0.41,7.11,8.93,50.47,93.06,11.85,0.41,400.26,83054,ac
,,,train_a,3 days 00:55:00,0.08,6.45,9.52,54.64,95.15,0.08,6.45,9.52,54.64,95.15,11.86,0.42,411.45,63951,ac
,,,train_a,3 days 00:56:00,-1.08,3.6,10.58,65.56,126.11,-1.08,3.6,10.58,65.56,126.11,11.89,0.63,416.55,51502,ac
,,,train_a,3 days 00:57:00,-0.93,4.42,10.36,61.73,117.97,-0.93,4.42,10.36,61.73,117.97,11.91,0.64,395.17,109459,ac
,,,train_a,3 days 00:58:00,0.12,4.35,10.37,62.03,108.99,0.12,4.35,10.37,62.03,108.99,11.91,,,,ac
,,,train_a,3 days 00:59:00,0.68,1.73,11.24,71.37,138.18,0.68,1.73,11.24,71.37,138.18,12.04,1.04,420.95,43966,ac
,,,train_a,3 days 01:00:00,-0.56,0.15,11.22,74.09,183.76,-0.56,0.15,11.22,74.09,183.76,11.98,,,,ac
,,,train_a,3 days 01:01:00,-2.6,3.09,10.88,65.22,138.88,-2.6,3.09,10.88,65.22,138.88,12.11,0.38,371.98,19485,ac
,,,train_a,3 days 01:02:00,-1.74,2.7,11.03,68.11,134.5,-1.74,2.7,11.03,68.11,134.5,12.06,0.71,377.87,61412,ac
,,,train_a,3 days 01:03:00,-1.48,4.08,10.8,65.12,121.57,-1.48,4.08,10.8,65.12,121.57,12.04,0.61,393.44,66775,ac
,,,train_a,3 days 01:04:00,-0.17,5.33,10.06,58.76,107.25,-0.17,5.33,10.06,58.76,107.25,11.91,0.49,412.92,53149,ac
,,,train_a,3 days 01:05:00,-0.87,7.1,9.13,50.79,108.29,-0.87,7.1,9.13,50.79,108.29,12.14,0.72,422.01,31926,ac
,,,train_a,3 days 01:06:00,-0.65,4.29,10.69,63.04,118.94,-0.65,4.29,10.69,63.04,118.94,12.3,0.44,410.24,38418,ac
,,,train_a,3 days 01:07:00,-0.61,5.44,10.51,60.7,104.5,-0.61,5.44,10.51,60.7,104.5,12.24,0.44,410.24,38418,ac
,,,train_a,3 days 01:08:00,-0.53,5.77,10.24,57.88,104.14,-0.53,5.77,10.24,57.88,104.14,12.31,0.27,422.77,35890,ac
,,,train_a,3 days 01:09:00,-0.39,6.46,9.85,55.31,102.31,-0.39,6.46,9.85,55.31,102.31,12.17,0.37,416.17,25760,ac
,,,train_a,3 days 01:10:00,-0.51,6.2,9.87,55.73,109.94,-0.51,6.2,9.87,55.73,109.94,12.17,0.35,417.53,32970,ac
,,,train_a,3 days 01:11:00,-0.37,6.12,10,56.45,105.77,-0.37,6.12,10,56.45,105.77,12.17,0.47,414.49,21839,ac
,,,train_a,3 days 01:12:00,-0.41,5.55,10.16,57.93,111.69,-0.41,5.55,10.16,57.93,111.69,12.14,0.36,420.05,32806,ac
,,,train_a,3 days 01:13:00,-0.4,4.96,10.44,60.65,113.32,-0.4,4.96,10.44,60.65,113.32,12.12,0.39,420.99,27738,ac
,,,train_a,3 days 01:14:00,0.19,6.03,10.05,57.48,98.52,0.19,6.03,10.05,57.48,98.52,12.11,0.38,426.65,26869,ac
,,,train_a,3 days 01:15:00,0.39,6.56,9.65,54.28,92.56,0.39,6.56,9.65,54.28,92.56,12.08,,,,ac
,,,train_a,3 days 01:16:00,-1.71,3.22,11.2,67.75,130.29,-1.71,3.22,11.2,67.75,130.29,12.21,0.64,411.39,20612,ac
,,,train_a,3 days 01:17:00,-2.08,2.75,11.12,66.94,136.4,-2.08,2.75,11.12,66.94,136.4,12.2,0.75,416.24,27663,ac
,,,train_a,3 days 01:18:00,-1.96,3.14,11.12,67.39,130.56,-1.96,3.14,11.12,67.39,130.56,12.14,0.53,413.31,20943,ac
,,,train_a,3 days 01:19:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:20:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:21:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:22:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:23:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:24:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:25:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:26:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:27:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:28:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:29:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:30:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:31:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:32:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:33:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:34:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:35:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:36:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:37:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:38:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:39:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:40:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:41:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:42:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:43:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:44:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:45:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:46:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:47:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:48:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:49:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:50:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:51:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:52:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:53:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:54:00,,,,,,,,,,,,,,,
,,,train_a,3 days 01:55:00,-2.46,2.5,10.62,68.2,141.29,-2.46,2.5,10.62,68.2,141.29,11.59,,,,ac
,,,train_a,3 days 01:56:00,-2.91,1.8,10.58,67.59,152.8,-2.91,1.8,10.58,67.59,152.8,11.52,1.32,431.07,23574,ac
,,,train_a,3 days 01:57:00,-3.11,1.49,10.35,63.48,154.91,-3.11,1.49,10.35,63.48,154.91,11.68,1.38,420.15,25473,ac
,,,train_a,3 days 01:58:00,-0.65,3.76,10.42,65.22,116.19,-0.65,3.76,10.42,65.22,116.19,11.62,0.52,403.76,23525,ac
,,,train_a,3 days 01:59:00,-0.99,3.67,10.49,66.33,117.72,-0.99,3.67,10.49,66.33,117.72,11.56,0.92,429.41,24122,ac
,,,train_a,3 days 02:00:00,-1.27,3.36,10.54,67.31,124.05,-1.27,3.36,10.54,67.31,124.05,11.55,0.78,432.07,29365,ac
,,,train_a,3 days 02:01:00,-1.33,3.93,10.22,64.2,121.7,-1.33,3.93,10.22,64.2,121.7,11.47,0.87,428.71,25664,ac
,,,train_a,3 days 02:02:00,-2.19,5.14,9.46,56.83,121.85,-2.19,5.14,9.46,56.83,121.85,11.45,0.94,429.68,36338,ac
,,,train_a,3 days 02:03:00,-2.98,6.09,8.78,51.24,120.56,-2.98,6.09,8.78,51.24,120.56,11.4,1.18,409.6,37064,ac
,,,train_a,3 days 02:04:00,-2.19,4.44,9.79,59.62,126.44,-2.19,4.44,9.79,59.62,126.44,11.48,1.14,407.26,36199,ac
,,,train_a,3 days 02:05:00,-1.9,4.61,9.84,59.97,123.6,-1.9,4.61,9.84,59.97,123.6,11.5,1.24,414.54,21511,ac
,,,train_a,3 days 02:06:00,-2.02,4.73,9.72,58.63,124.97,-2.02,4.73,9.72,58.63,124.97,11.52,0.78,414.07,20627,ac
,,,train_a,3 days 02:07:00,-1.83,4.33,9.99,62.62,121.02,-1.83,4.33,9.99,62.62,121.02,11.42,1.02,412.82,27868,ac
,,,train_a,3 days 02:08:00,-1.38,2.11,10.67,70.75,134.67,-1.38,2.11,10.67,70.75,134.67,11.44,0.6,418.18,28826,ac
